prediction_unit_id,datetime,target,is_consumption
13,2023-05-14 01:00:00,0.156,0
13,2023-05-14 01:00:00,23.028,1
14,2023-05-14 01:00:00,0.198,0
14,2023-05-14 01:00:00,729.228,1
15,2023-05-14 01:00:00,0.0,0
15,2023-05-14 01:00:00,20.199,1
16,2023-05-14 01:00:00,0.05,0
16,2023-05-14 01:00:00,43.471,1
17,2023-05-14 01:00:00,0.0,0
17,2023-05-14 01:00:00,244.096,1
66,2023-05-14 01:00:00,0.0,0
66,2023-05-14 01:00:00,41.206,1
18,2023-05-14 01:00:00,0.031,0
18,2023-05-14 01:00:00,501.951,1
19,2023-05-14 01:00:00,0.458,0
19,2023-05-14 01:00:00,47.633,1
20,2023-05-14 01:00:00,0.504,0
20,2023-05-14 01:00:00,144.728,1
21,2023-05-14 01:00:00,0.0,0
21,2023-05-14 01:00:00,114.483,1
22,2023-05-14 01:00:00,0.0,0
22,2023-05-14 01:00:00,107.023,1
23,2023-05-14 01:00:00,0.104,0
23,2023-05-14 01:00:00,1274.302,1
24,2023-05-14 01:00:00,0.0,0
24,2023-05-14 01:00:00,71.479,1
25,2023-05-14 01:00:00,0.492,0
25,2023-05-14 01:00:00,76.967,1
27,2023-05-14 01:00:00,1.97,0
27,2023-05-14 01:00:00,257.477,1
28,2023-05-14 01:00:00,0.0,0
28,2023-05-14 01:00:00,343.38,1
29,2023-05-14 01:00:00,0.0,0
29,2023-05-14 01:00:00,271.733,1
30,2023-05-14 01:00:00,1.305,0
30,2023-05-14 01:00:00,686.384,1
31,2023-05-14 01:00:00,0.088,0
31,2023-05-14 01:00:00,22.981,1
32,2023-05-14 01:00:00,0.5,0
32,2023-05-14 01:00:00,57.922,1
33,2023-05-14 01:00:00,0.026,0
33,2023-05-14 01:00:00,487.68,1
34,2023-05-14 01:00:00,0.056,0
34,2023-05-14 01:00:00,59.658,1
35,2023-05-14 01:00:00,3.584,0
35,2023-05-14 01:00:00,161.727,1
36,2023-05-14 01:00:00,0.0,0
36,2023-05-14 01:00:00,31.885,1
37,2023-05-14 01:00:00,0.061,0
37,2023-05-14 01:00:00,198.521,1
38,2023-05-14 01:00:00,0.186,0
38,2023-05-14 01:00:00,44.099,1
39,2023-05-14 01:00:00,0.338,0
39,2023-05-14 01:00:00,146.109,1
40,2023-05-14 01:00:00,0.0,0
40,2023-05-14 01:00:00,81.323,1
41,2023-05-14 01:00:00,0.0,0
41,2023-05-14 01:00:00,220.102,1
42,2023-05-14 01:00:00,0.481,0
42,2023-05-14 01:00:00,765.95,1
43,2023-05-14 01:00:00,0.758,0
43,2023-05-14 01:00:00,119.918,1
44,2023-05-14 01:00:00,0.0,0
44,2023-05-14 01:00:00,1.78,1
45,2023-05-14 01:00:00,5.659,0
45,2023-05-14 01:00:00,490.565,1
67,2023-05-14 01:00:00,0.0,0
67,2023-05-14 01:00:00,289.286,1
46,2023-05-14 01:00:00,0.0,0
46,2023-05-14 01:00:00,227.06,1
47,2023-05-14 01:00:00,0.0,0
47,2023-05-14 01:00:00,2.257,1
48,2023-05-14 01:00:00,2.567,0
48,2023-05-14 01:00:00,3922.157,1
49,2023-05-14 01:00:00,1.0,0
49,2023-05-14 01:00:00,508.073,1
50,2023-05-14 01:00:00,0.109,0
50,2023-05-14 01:00:00,7.577,1
51,2023-05-14 01:00:00,0.464,0
51,2023-05-14 01:00:00,61.413,1
63,2023-05-14 01:00:00,0.02,0
63,2023-05-14 01:00:00,46.647,1
52,2023-05-14 01:00:00,0.0,0
52,2023-05-14 01:00:00,174.346,1
53,2023-05-14 01:00:00,0.0,0
53,2023-05-14 01:00:00,29.35,1
54,2023-05-14 01:00:00,2.152,0
54,2023-05-14 01:00:00,173.38,1
55,2023-05-14 01:00:00,0.01,0
55,2023-05-14 01:00:00,82.19,1
68,2023-05-14 01:00:00,0.0,0
68,2023-05-14 01:00:00,7.361,1
56,2023-05-14 01:00:00,0.133,0
56,2023-05-14 01:00:00,713.809,1
57,2023-05-14 01:00:00,0.002,0
57,2023-05-14 01:00:00,36.385,1
58,2023-05-14 01:00:00,2.683,0
58,2023-05-14 01:00:00,81.62,1
64,2023-05-14 01:00:00,0.0,0
64,2023-05-14 01:00:00,187.326,1
59,2023-05-14 01:00:00,0.0,0
59,2023-05-14 01:00:00,30.093,1
60,2023-05-14 01:00:00,0.0,0
60,2023-05-14 01:00:00,183.325,1
0,2023-05-14 02:00:00,2.909,0
0,2023-05-14 02:00:00,479.993,1
1,2023-05-14 02:00:00,0.0,0
1,2023-05-14 02:00:00,7.362,1
2,2023-05-14 02:00:00,13.676,0
2,2023-05-14 02:00:00,1322.145,1
3,2023-05-14 02:00:00,0.0,0
3,2023-05-14 02:00:00,477.401,1
4,2023-05-14 02:00:00,0.0,0
4,2023-05-14 02:00:00,686.111,1
61,2023-05-14 02:00:00,0.0,0
61,2023-05-14 02:00:00,12.015,1
5,2023-05-14 02:00:00,0.511,0
5,2023-05-14 02:00:00,6365.141,1
6,2023-05-14 02:00:00,0.235,0
6,2023-05-14 02:00:00,17.272,1
7,2023-05-14 02:00:00,0.84,0
7,2023-05-14 02:00:00,44.628,1
8,2023-05-14 02:00:00,0.0,0
8,2023-05-14 02:00:00,73.468,1
62,2023-05-14 02:00:00,0.0,0
62,2023-05-14 02:00:00,21.515,1
9,2023-05-14 02:00:00,0.662,0
9,2023-05-14 02:00:00,56.187,1
65,2023-05-14 02:00:00,0.0,0
65,2023-05-14 02:00:00,40.956,1
10,2023-05-14 02:00:00,0.0,0
10,2023-05-14 02:00:00,347.048,1
11,2023-05-14 02:00:00,0.296,0
11,2023-05-14 02:00:00,22.029,1
12,2023-05-14 02:00:00,1.088,0
12,2023-05-14 02:00:00,81.505,1
13,2023-05-14 02:00:00,0.172,0
13,2023-05-14 02:00:00,23.945,1
14,2023-05-14 02:00:00,0.099,0
14,2023-05-14 02:00:00,742.832,1
15,2023-05-14 02:00:00,0.0,0
15,2023-05-14 02:00:00,20.991,1
16,2023-05-14 02:00:00,0.013,0
16,2023-05-14 02:00:00,40.096,1
17,2023-05-14 02:00:00,0.0,0
17,2023-05-14 02:00:00,259.851,1
66,2023-05-14 02:00:00,0.0,0
66,2023-05-14 02:00:00,41.493,1
18,2023-05-14 02:00:00,0.03,0
18,2023-05-14 02:00:00,501.85,1
19,2023-05-14 02:00:00,0.408,0
19,2023-05-14 02:00:00,45.938,1
20,2023-05-14 02:00:00,0.503,0
20,2023-05-14 02:00:00,138.791,1
21,2023-05-14 02:00:00,0.0,0
21,2023-05-14 02:00:00,113.9,1
22,2023-05-14 02:00:00,0.0,0
22,2023-05-14 02:00:00,104.933,1
23,2023-05-14 02:00:00,0.112,0
23,2023-05-14 02:00:00,1251.286,1
24,2023-05-14 02:00:00,0.0,0
24,2023-05-14 02:00:00,75.378,1
25,2023-05-14 02:00:00,0.545,0
25,2023-05-14 02:00:00,63.052,1
27,2023-05-14 02:00:00,1.939,0
27,2023-05-14 02:00:00,255.624,1
28,2023-05-14 02:00:00,0.0,0
28,2023-05-14 02:00:00,326.035,1
29,2023-05-14 02:00:00,0.0,0
29,2023-05-14 02:00:00,314.817,1
30,2023-05-14 02:00:00,1.165,0
30,2023-05-14 02:00:00,656.64,1
31,2023-05-14 02:00:00,0.09,0
31,2023-05-14 02:00:00,21.136,1
32,2023-05-14 02:00:00,0.581,0
32,2023-05-14 02:00:00,55.339,1
33,2023-05-14 02:00:00,0.027,0
33,2023-05-14 02:00:00,464.356,1
34,2023-05-14 02:00:00,0.11,0
34,2023-05-14 02:00:00,61.693,1
35,2023-05-14 02:00:00,4.178,0
35,2023-05-14 02:00:00,154.967,1
36,2023-05-14 02:00:00,0.0,0
36,2023-05-14 02:00:00,35.834,1
37,2023-05-14 02:00:00,0.063,0
37,2023-05-14 02:00:00,195.879,1
38,2023-05-14 02:00:00,0.388,0
38,2023-05-14 02:00:00,41.633,1
39,2023-05-14 02:00:00,0.211,0
39,2023-05-14 02:00:00,153.756,1
40,2023-05-14 02:00:00,0.0,0
40,2023-05-14 02:00:00,81.896,1
41,2023-05-14 02:00:00,0.0,0
41,2023-05-14 02:00:00,195.46,1
42,2023-05-14 02:00:00,0.452,0
42,2023-05-14 02:00:00,769.446,1
43,2023-05-14 02:00:00,1.034,0
43,2023-05-14 02:00:00,125.477,1
44,2023-05-14 02:00:00,0.0,0
44,2023-05-14 02:00:00,1.783,1
45,2023-05-14 02:00:00,6.579,0
45,2023-05-14 02:00:00,464.914,1
67,2023-05-14 02:00:00,0.0,0
67,2023-05-14 02:00:00,287.629,1
46,2023-05-14 02:00:00,0.0,0
46,2023-05-14 02:00:00,222.461,1
47,2023-05-14 02:00:00,0.0,0
47,2023-05-14 02:00:00,4.967,1
48,2023-05-14 02:00:00,2.092,0
48,2023-05-14 02:00:00,3874.606,1
49,2023-05-14 02:00:00,1.0,0
49,2023-05-14 02:00:00,501.184,1
50,2023-05-14 02:00:00,0.291,0
50,2023-05-14 02:00:00,7.104,1
51,2023-05-14 02:00:00,0.442,0
51,2023-05-14 02:00:00,52.406,1
63,2023-05-14 02:00:00,0.019,0
63,2023-05-14 02:00:00,45.097,1
52,2023-05-14 02:00:00,0.0,0
52,2023-05-14 02:00:00,151.745,1
53,2023-05-14 02:00:00,0.001,0
53,2023-05-14 02:00:00,29.495,1
54,2023-05-14 02:00:00,1.242,0
54,2023-05-14 02:00:00,164.755,1
55,2023-05-14 02:00:00,0.0,0
55,2023-05-14 02:00:00,79.797,1
68,2023-05-14 02:00:00,0.0,0
68,2023-05-14 02:00:00,7.489,1
56,2023-05-14 02:00:00,2.324,0
56,2023-05-14 02:00:00,715.505,1
57,2023-05-14 02:00:00,0.0,0
57,2023-05-14 02:00:00,36.557,1
58,2023-05-14 02:00:00,2.841,0
58,2023-05-14 02:00:00,87.71,1
64,2023-05-14 02:00:00,0.0,0
64,2023-05-14 02:00:00,181.507,1
59,2023-05-14 02:00:00,0.0,0
59,2023-05-14 02:00:00,32.736,1
60,2023-05-14 02:00:00,0.0,0
60,2023-05-14 02:00:00,183.15,1
0,2023-05-14 03:00:00,1.733,0
0,2023-05-14 03:00:00,506.253,1
1,2023-05-14 03:00:00,0.0,0
1,2023-05-14 03:00:00,6.414,1
2,2023-05-14 03:00:00,10.829,0
2,2023-05-14 03:00:00,1293.388,1
3,2023-05-14 03:00:00,0.0,0
3,2023-05-14 03:00:00,477.215,1
4,2023-05-14 03:00:00,0.0,0
4,2023-05-14 03:00:00,677.037,1
61,2023-05-14 03:00:00,0.0,0
61,2023-05-14 03:00:00,12.003,1
5,2023-05-14 03:00:00,0.894,0
5,2023-05-14 03:00:00,6359.641,1
6,2023-05-14 03:00:00,0.299,0
6,2023-05-14 03:00:00,16.126,1
7,2023-05-14 03:00:00,0.851,0
7,2023-05-14 03:00:00,47.665,1
8,2023-05-14 03:00:00,0.0,0
8,2023-05-14 03:00:00,75.369,1
62,2023-05-14 03:00:00,0.0,0
62,2023-05-14 03:00:00,17.695,1
9,2023-05-14 03:00:00,0.604,0
9,2023-05-14 03:00:00,53.186,1
65,2023-05-14 03:00:00,0.0,0
65,2023-05-14 03:00:00,41.47,1
10,2023-05-14 03:00:00,0.0,0
10,2023-05-14 03:00:00,349.683,1
11,2023-05-14 03:00:00,0.353,0
11,2023-05-14 03:00:00,24.244,1
12,2023-05-14 03:00:00,0.77,0
12,2023-05-14 03:00:00,76.465,1
13,2023-05-14 03:00:00,0.169,0
13,2023-05-14 03:00:00,25.193,1
14,2023-05-14 03:00:00,0.198,0
14,2023-05-14 03:00:00,737.334,1
15,2023-05-14 03:00:00,0.0,0
15,2023-05-14 03:00:00,19.498,1
16,2023-05-14 03:00:00,0.011,0
16,2023-05-14 03:00:00,36.253,1
17,2023-05-14 03:00:00,0.0,0
17,2023-05-14 03:00:00,230.179,1
66,2023-05-14 03:00:00,0.0,0
66,2023-05-14 03:00:00,44.123,1
18,2023-05-14 03:00:00,0.03,0
18,2023-05-14 03:00:00,498.591,1
19,2023-05-14 03:00:00,0.326,0
19,2023-05-14 03:00:00,43.442,1
20,2023-05-14 03:00:00,0.505,0
20,2023-05-14 03:00:00,138.345,1
21,2023-05-14 03:00:00,0.0,0
21,2023-05-14 03:00:00,153.639,1
22,2023-05-14 03:00:00,0.0,0
22,2023-05-14 03:00:00,99.013,1
23,2023-05-14 03:00:00,0.432,0
23,2023-05-14 03:00:00,1257.148,1
24,2023-05-14 03:00:00,0.0,0
24,2023-05-14 03:00:00,86.421,1
25,2023-05-14 03:00:00,0.563,0
25,2023-05-14 03:00:00,72.693,1
27,2023-05-14 03:00:00,1.551,0
27,2023-05-14 03:00:00,243.377,1
28,2023-05-14 03:00:00,0.0,0
28,2023-05-14 03:00:00,424.431,1
29,2023-05-14 03:00:00,0.0,0
29,2023-05-14 03:00:00,285.458,1
30,2023-05-14 03:00:00,1.611,0
30,2023-05-14 03:00:00,638.293,1
31,2023-05-14 03:00:00,0.035,0
31,2023-05-14 03:00:00,22.227,1
32,2023-05-14 03:00:00,0.661,0
32,2023-05-14 03:00:00,55.719,1
33,2023-05-14 03:00:00,0.025,0
33,2023-05-14 03:00:00,471.445,1
34,2023-05-14 03:00:00,0.081,0
34,2023-05-14 03:00:00,53.191,1
35,2023-05-14 03:00:00,3.884,0
35,2023-05-14 03:00:00,152.326,1
36,2023-05-14 03:00:00,0.0,0
36,2023-05-14 03:00:00,41.665,1
37,2023-05-14 03:00:00,0.059,0
37,2023-05-14 03:00:00,206.197,1
38,2023-05-14 03:00:00,0.265,0
38,2023-05-14 03:00:00,36.454,1
39,2023-05-14 03:00:00,0.297,0
39,2023-05-14 03:00:00,152.49,1
40,2023-05-14 03:00:00,0.0,0
40,2023-05-14 03:00:00,83.284,1
41,2023-05-14 03:00:00,0.0,0
41,2023-05-14 03:00:00,190.92,1
42,2023-05-14 03:00:00,0.52,0
42,2023-05-14 03:00:00,743.826,1
43,2023-05-14 03:00:00,1.024,0
43,2023-05-14 03:00:00,123.782,1
44,2023-05-14 03:00:00,0.0,0
44,2023-05-14 03:00:00,1.708,1
45,2023-05-14 03:00:00,5.514,0
45,2023-05-14 03:00:00,462.147,1
67,2023-05-14 03:00:00,0.0,0
67,2023-05-14 03:00:00,288.522,1
46,2023-05-14 03:00:00,0.0,0
46,2023-05-14 03:00:00,241.141,1
47,2023-05-14 03:00:00,0.0,0
47,2023-05-14 03:00:00,5.318,1
48,2023-05-14 03:00:00,2.028,0
48,2023-05-14 03:00:00,3792.937,1
49,2023-05-14 03:00:00,1.0,0
49,2023-05-14 03:00:00,509.903,1
50,2023-05-14 03:00:00,0.108,0
50,2023-05-14 03:00:00,6.559,1
51,2023-05-14 03:00:00,0.522,0
51,2023-05-14 03:00:00,62.41,1
63,2023-05-14 03:00:00,0.017,0
63,2023-05-14 03:00:00,40.329,1
52,2023-05-14 03:00:00,0.05,0
52,2023-05-14 03:00:00,180.423,1
53,2023-05-14 03:00:00,0.0,0
53,2023-05-14 03:00:00,29.911,1
54,2023-05-14 03:00:00,1.212,0
54,2023-05-14 03:00:00,158.867,1
55,2023-05-14 03:00:00,0.0,0
55,2023-05-14 03:00:00,72.168,1
68,2023-05-14 03:00:00,0.0,0
68,2023-05-14 03:00:00,7.05,1
56,2023-05-14 03:00:00,5.632,0
56,2023-05-14 03:00:00,696.103,1
57,2023-05-14 03:00:00,0.001,0
57,2023-05-14 03:00:00,33.573,1
58,2023-05-14 03:00:00,3.005,0
58,2023-05-14 03:00:00,91.628,1
64,2023-05-14 03:00:00,0.0,0
64,2023-05-14 03:00:00,170.372,1
59,2023-05-14 03:00:00,0.0,0
59,2023-05-14 03:00:00,36.198,1
60,2023-05-14 03:00:00,0.0,0
60,2023-05-14 03:00:00,183.581,1
0,2023-05-14 04:00:00,1.852,0
0,2023-05-14 04:00:00,478.593,1
1,2023-05-14 04:00:00,0.0,0
1,2023-05-14 04:00:00,6.421,1
2,2023-05-14 04:00:00,9.009,0
2,2023-05-14 04:00:00,1302.172,1
3,2023-05-14 04:00:00,0.001,0
3,2023-05-14 04:00:00,462.255,1
4,2023-05-14 04:00:00,0.003,0
4,2023-05-14 04:00:00,645.044,1
61,2023-05-14 04:00:00,0.0,0
61,2023-05-14 04:00:00,12.907,1
5,2023-05-14 04:00:00,1.2,0
5,2023-05-14 04:00:00,6158.535,1
6,2023-05-14 04:00:00,0.162,0
6,2023-05-14 04:00:00,14.295,1
7,2023-05-14 04:00:00,0.873,0
7,2023-05-14 04:00:00,48.983,1
8,2023-05-14 04:00:00,0.002,0
8,2023-05-14 04:00:00,74.605,1
62,2023-05-14 04:00:00,0.017,0
62,2023-05-14 04:00:00,17.432,1
9,2023-05-14 04:00:00,0.74,0
9,2023-05-14 04:00:00,53.687,1
65,2023-05-14 04:00:00,0.006,0
65,2023-05-14 04:00:00,46.157,1
10,2023-05-14 04:00:00,0.009,0
10,2023-05-14 04:00:00,354.3,1
11,2023-05-14 04:00:00,0.254,0
11,2023-05-14 04:00:00,20.571,1
12,2023-05-14 04:00:00,0.95,0
12,2023-05-14 04:00:00,80.849,1
13,2023-05-14 04:00:00,0.157,0
13,2023-05-14 04:00:00,22.281,1
14,2023-05-14 04:00:00,0.027,0
14,2023-05-14 04:00:00,724.309,1
15,2023-05-14 04:00:00,0.005,0
15,2023-05-14 04:00:00,17.725,1
16,2023-05-14 04:00:00,0.043,0
16,2023-05-14 04:00:00,35.733,1
17,2023-05-14 04:00:00,0.0,0
17,2023-05-14 04:00:00,254.579,1
66,2023-05-14 04:00:00,0.01,0
66,2023-05-14 04:00:00,42.149,1
18,2023-05-14 04:00:00,0.143,0
18,2023-05-14 04:00:00,509.629,1
19,2023-05-14 04:00:00,0.176,0
19,2023-05-14 04:00:00,44.489,1
20,2023-05-14 04:00:00,0.667,0
20,2023-05-14 04:00:00,122.115,1
21,2023-05-14 04:00:00,0.0,0
21,2023-05-14 04:00:00,175.642,1
22,2023-05-14 04:00:00,0.027,0
22,2023-05-14 04:00:00,97.022,1
23,2023-05-14 04:00:00,0.385,0
23,2023-05-14 04:00:00,1264.472,1
24,2023-05-14 04:00:00,0.001,0
24,2023-05-14 04:00:00,79.314,1
25,2023-05-14 04:00:00,0.59,0
25,2023-05-14 04:00:00,75.65,1
27,2023-05-14 04:00:00,4.89,0
27,2023-05-14 04:00:00,240.693,1
28,2023-05-14 04:00:00,0.0,0
28,2023-05-14 04:00:00,328.898,1
29,2023-05-14 04:00:00,0.02,0
29,2023-05-14 04:00:00,265.76,1
30,2023-05-14 04:00:00,1.013,0
30,2023-05-14 04:00:00,647.515,1
31,2023-05-14 04:00:00,0.004,0
31,2023-05-14 04:00:00,23.573,1
32,2023-05-14 04:00:00,0.196,0
32,2023-05-14 04:00:00,57.576,1
33,2023-05-14 04:00:00,0.675,0
33,2023-05-14 04:00:00,471.842,1
34,2023-05-14 04:00:00,0.139,0
34,2023-05-14 04:00:00,53.71,1
35,2023-05-14 04:00:00,3.58,0
35,2023-05-14 04:00:00,155.878,1
36,2023-05-14 04:00:00,0.002,0
36,2023-05-14 04:00:00,43.58,1
37,2023-05-14 04:00:00,0.208,0
37,2023-05-14 04:00:00,229.687,1
38,2023-05-14 04:00:00,0.351,0
38,2023-05-14 04:00:00,38.468,1
39,2023-05-14 04:00:00,0.239,0
39,2023-05-14 04:00:00,165.638,1
40,2023-05-14 04:00:00,0.0,0
40,2023-05-14 04:00:00,78.151,1
41,2023-05-14 04:00:00,0.004,0
41,2023-05-14 04:00:00,210.779,1
42,2023-05-14 04:00:00,0.852,0
42,2023-05-14 04:00:00,754.419,1
43,2023-05-14 04:00:00,1.94,0
43,2023-05-14 04:00:00,112.69,1
44,2023-05-14 04:00:00,0.0,0
44,2023-05-14 04:00:00,1.764,1
45,2023-05-14 04:00:00,5.332,0
45,2023-05-14 04:00:00,438.265,1
67,2023-05-14 04:00:00,0.0,0
67,2023-05-14 04:00:00,285.236,1
46,2023-05-14 04:00:00,0.021,0
46,2023-05-14 04:00:00,227.737,1
47,2023-05-14 04:00:00,0.0,0
47,2023-05-14 04:00:00,2.26,1
48,2023-05-14 04:00:00,2.54,0
48,2023-05-14 04:00:00,3821.567,1
49,2023-05-14 04:00:00,1.0,0
49,2023-05-14 04:00:00,500.337,1
50,2023-05-14 04:00:00,0.133,0
50,2023-05-14 04:00:00,5.3,1
51,2023-05-14 04:00:00,0.686,0
51,2023-05-14 04:00:00,65.118,1
63,2023-05-14 04:00:00,0.016,0
63,2023-05-14 04:00:00,44.333,1
52,2023-05-14 04:00:00,1.037,0
52,2023-05-14 04:00:00,176.522,1
53,2023-05-14 04:00:00,0.006,0
53,2023-05-14 04:00:00,29.653,1
54,2023-05-14 04:00:00,1.332,0
